name,occurrences,editions,contexts,suggested_id,action,_match_status,_match_method,_confidence,_kima_id,_kima_name_rom,_kima_name_heb,_distance_km,_candidates
מדוביא,1,Maasim-Tovim,…יכול לעמוד וללכת על רגלי מאשר יגעתי והלכתי למקום רחוק לקנות אתרוג ולולב או לברכת מילה או לברכת כלה וכמו פרושי מדוביא אשר הם פורשים מן הטוב ודבקים ברע מי שפרע מאנשי דור המבול ומדור הפלגה מהרה מהם יפרע וראש ששונם ושמחתם יהפך לאב…,,,fuzzy,fuzzy,1.0,,,,,15938|76122
בעל ס,1,Maasim-Tovim,…א ראית כח זאת החכמה ומדוע תמנע הטוב מאתך ואז נתלהב הרמב״ן ללמדה והשכים והעריב עליה ולמד זאת החכמה מהרב הר״א מ בעל ספר גרמיזאהרוקח ומרבו רבי עזרא עד שיצא ראש החכמים בדורו על זאת החכמה :,,,fuzzy,fuzzy,1.0,,,,,1800|9511|75140|16864
משא,1,Maasim-Tovim,…מה בנה כשהי׳ ישן פעם אחת שלשה שעות מאור היום והיו מפתחות של בית המקדש תחת מראשותיו כמאמר הכתוב דברי למואל מלך משא אשר יסרתו אמו ואשרי המדריך את בניו בדרך טובים אז טוב להם לעולם :,,,fuzzy,fuzzy,1.0,,,,,75565|73312|16753
קלוניא,1,Maasim-Tovim,מובא בקונטרס ישן כי הרמב״ן היה דירתו קבוע בעיר פרפיצן בגליל קלוניא ובזקנותו בחר ללכת לארץ ישראל למות שם והיו תלמידיו מלויין אותו ובקשו ממנו שיניח אות וסימן שידעו יום פטירתו ויא…,,,fuzzy,fuzzy,1.0,,,,,71953|88338|90149|6501|13492
לונדון,1,Maasim-Tovim,…רנס הוא וב״ב מיגיעו שהי׳ לו כמו סך איזה מאות כסף קרן והי׳ נושה ונותן דהיינו שהי׳ הולך לעיר אחרת רחוקה דרך ים ללונדון וכיוצא והי׳ קונה בקרן שלו ממיני סחורות העוברים בעירו וחוזר לעירו ויושב בחנותו והביא הסחורה בחנותו ומוכר מעט מ…,,,name_ambiguous,name_ambiguous,0.5,,,,,688|6463
אריאל,1,Maim-Rabim,"…מודא דנהורא רב רבנן וחכם הרוים, נזר החסידים ועטרת הצדיקים אספקלריא המאירה דין גלוא רזא עמיקא וטמירא, ראש גולת אריאל הנערץ והנקדש בתוך רבבות אלפי ישראל ושמו הטוב הולך מסוף העולם ועד סופו, א״א קדוש, חוטר מגזע אבני שיש טהור מרנא…",559,,name_exact,name_exact,0.95,559,Ari'el (West Bank),אריאל (גדה מערבית),,559
קאל,1,Maim-Rabim,"… הדראביטשמגיד מזלאטשוב, כאשר יבואר בהקדמה : כ״ז נעתק ונאסף ע״״י הרב המאוה״ג וכו׳ כש״ת מו״ה האבד״ק נתן נטע הכהןקאלביעל נדפס בהוצאות של הרב ה״ה בנש״ק ר׳ פנחס מנחם שליט״א יוסטמאן קאלוואריע מגור",,,fuzzy,fuzzy,1.0,,,,,17942|1662
שביל,1,Maim-Rabim,…חל בלב שלם. ראה כמה הגיע תנועה של לשון הרע ואתם אחיי תשמרו בנפשכם וחיו לאורך ימים : (ס׳ נתיב מצותיך. להה״ק מ. שביל היחוד שביל ד') קאמארנא,,,fuzzy,fuzzy,1.0,,,,,80475|7679
ברעזנא,1,Maim-Rabim,"שמעתי ממחותני הרב המפורסם מהר""י ז""ל מברעזנא שפ""א נכנס א׳ אצל זקנו הקדוש והטהור מו""ה יחיאל מיכל מ. קודם התפלה ואמר לו הרב הנ״ל זלאטשובאיך האלט שוין את שם …",,,fuzzy,fuzzy,1.0,,,,,19331|19332|18951|21644|20298
קודם,1,Maim-Rabim,"שמעתי ממחותני הרב המפורסם מהר""י ז""ל מברעזנא שפ""א נכנס א׳ אצל זקנו הקדוש והטהור מו""ה יחיאל מיכל מ. קודם התפלה ואמר לו הרב הנ״ל זלאטשובאיך האלט שוין את שם וכו'. כי מקודם הי' מכוון ומיחד היחודים של כל התפלה ואח״כ הי…",,,fuzzy,fuzzy,1.0,,,,,77353|8746|18264|6037|80299
קאדינאוי,1,Maim-Rabim,… וכו'. כי מקודם הי' מכוון ומיחד היחודים של כל התפלה ואח״כ הי' אומר התיבות (דברי שלום לך מהה״צ ר׳ שלום שליט״א מקאדינאוי) :,,,fuzzy,fuzzy,1.0,,,,,14894|18540|19054|13939|72309
מפאטי,1,Maim-Rabim,"… הסידרא בזלאטשובס״ת ובנו הרה״ק ר׳ משה הימזיווהעל׳ אומר לו התרגום מחומש. ובא לפניו איש גדול ומפורסם מו״ה יודיל מפאטיקזצ""ל ואמר לו הה״ק רי״מ יודיל אתה הולך בשק על בשרך ואם לא היית קפדן לא הי׳ צריך לך וכשאתה קפדן לא יועיל לך ור׳…",,,fuzzy,fuzzy,1.0,,,,,18531|80442
ק הנ,1,Maim-Rabim,"…נ״כ ביאמפאלא : ב) של הה״ק ר״י מראדוויל י״א אייר. נדפס ממנו ס׳ אור יצחק בסידור מחתנו הגה״ק ר׳ ישעי׳ מפראגא. הה״ק הנ״ל הי׳ חתן הה״ק ר' בעהמ״הרי בשמיםמשה האבדק""ק דאלינאס דברי משה עה״ת (מבואר בהסכמתו שם). בנו של הה״ק הנ״ל הה״ק ר…",,,fuzzy,fuzzy,1.0,,,,,5213|12409|10462
נו ש,1,Maim-Rabim,"… ישעי׳ מפראגא. הה״ק הנ״ל הי׳ חתן הה״ק ר' בעהמ״הרי בשמיםמשה האבדק""ק דאלינאס דברי משה עה״ת (מבואר בהסכמתו שם). בנו של הה״ק הנ״ל הה״ק ר׳ דן, חתן של הה״ק א״א ר׳ אברהם יהושע העשיל זצללה""ה מאפטא. וחותן של הה״ק ר׳ שלום יוסף זצללה״ה…",,,fuzzy,fuzzy,1.0,,,,,84489|9871
איטנגא,1,Maim-Rabim,"…. וחותנו של ר׳ דודיל אבלעטאווער הנ""ל היה הה״ק ר׳ משה ליב מסאסוב זצ״ל שהי׳ בנו של הה״ק הגאון ר׳ זצ״ל יעקבאבד״ק איטנגא והמדינה. כ״ז ראיתי במגילת יוחסין משפחת רבינו הק׳ א״א מר״י מרוזין זצללה״ה. אשר שלח לי נכדם מחו׳ הה״ק בנש״ק ר׳ …",,,fuzzy,fuzzy,1.0,,,,,22641|77715
הנ״ל,1,Maim-Rabim,"…ינו מרגיש יסורין כלל ע״כ] : וכל סדר היחוס מאות ה׳ עד אות יו״ד נדפס כן בס׳ עצי בשמים מהגה״ק ר׳ ישעי׳ זצללה״ה מ הנ״ל. וכן נדפס בס׳ דעת הפראגאתורה לכבוד הגאון המפורסם ר׳ זצוק""ל אבדשלום מרדכי הכהן״ק בערזאן שהוא ג״כ נכד רבינו הגד…",,,fuzzy,fuzzy,1.0,,,,,16847|84513|89655|26425
בערזאן,1,Maim-Rabim,"…הגה״ק ר׳ ישעי׳ זצללה״ה מ הנ״ל. וכן נדפס בס׳ דעת הפראגאתורה לכבוד הגאון המפורסם ר׳ זצוק""ל אבדשלום מרדכי הכהן״ק בערזאן שהוא ג״כ נכד רבינו הגדול ר״י מ. וכן ראיתי בסדר היחוס לבית רבינו הקדוש רדראביטש״י מסאדיגורא זצללה״ה :",347,,name_exact,name_exact,0.95,347,Berez︠h︡any (Ukraine),בז'ז'ני (אוקראינה),,347
לא נודע,1,Maim-Rabim,…״א הנ״ל. שיש לו קבלה מזקינו הה״ק ר׳ הנ״ל שהה״ק ר׳ נפתליאליעזר בן רבינו הק׳ ר״ר אלימלך. הי׳ חתן ר׳ שמואל . אשר לא נודע ממנו מאומה יחוס משפחתו ומהותו : מלמד משינאווע,,,fuzzy,fuzzy,1.0,,,,,20194|7077|8005|9031|6285
שנ,1,Peulat-Hatzadikim,"…י בעהמ״ח ספר זהרי חמה וזכרון צדיקים מעיר ראווא-. רוסקאפאדגורזע בדפוס של הנגיד מוהר״ר שאול חנני' דייטשער לפ""ק. שנת תר""ס",,,fuzzy,fuzzy,1.0,,,,,22027|1735|21803|11646|20391
מליסא,1,Peulat-Hatzadikim,הוא הגאון האמיתי חסיד ועניו נודע ביהודא ובישראל גדול שמו אבד״ק וק״ק פפד״מליסא והוא עמד לימין צדקו של הגאון ר״ד יונתן זצ״ל ובמקום גדולתו שמה שבנה עגונותו ונפלאות מדובר בו מתמימותו :,,,fuzzy,fuzzy,1.0,,,,,6274|7626|16629|2617|2620
ווארין,1,Peulat-Hatzadikim,כשבא אדם א׳ לפניו להתנצל שהוא כעסן אמר לו בזה הלשון איהר מיזט נישט רייבערין קין פאקע ציבעך ווארין דאם ריבערין אין מסוגל לחסיד הבעס:,,,fuzzy,fuzzy,1.0,,,,,15367|83449|18209|8021|76146
ראדיוויל,1,Peulat-Hatzadikim,"שאל הה״ק מלובלין את הקדוש ר׳ יצחק מראדיוויל על דברי רז""ל שהחמידו כ״ב בעון הגאוה. והשיבו שטובה גדולה עשו לנו רז״ל בזה לדרכי עבודה כי קיי״ל מצות צריכות כוו…",,,fuzzy,fuzzy,1.0,,,,,1724|4337|2035
נבריה,1,Peulat-Hatzadikim,… הוא כי הוא צפה ברוח קדשו. כי נגזר על האברך הלזה כי ימות ח״ו ועדר בחג. לבן צוה עליו כי ישיב מחר לבל ימית בעיר נבריה. אולם אחרי אשר החסידים שתו אליו לחיים לחיים. כזה קרעו גזר דינו ונוסף ימים על ימיו:,,,fuzzy,fuzzy,0.667,,,,,351|11327
ז״ל פ,1,Peulat-Hatzadikim,פ״א שלח לו עמיתו ורעו הה״ק מ ז״ל פ״ש ובקשהו להודיעהו לובליןאנה הי׳ בשבת פלוני כי חפש אחריו בכל המקומות ולא מצאו עד שביום א׳ ראהו השיבו למה לא חפ…,,,fuzzy,fuzzy,1.0,,,,,71580|21030|21437
בוש,1,Peulat-Hatzadikim,…ם וינצלו את כל אשר איננו יהודי אשר דתו שונה מדתיהם הדברים יצאו מפי הבישאף והשמועה פרשה לה כנפים עד מעבר לנהרי בוש. ותהי משטמה גדולה על כל היהודים עד כי לא הי׳ באפשרי לשום בר ישראל ללבת החוצה או לבא בשוק הסגנים זולתי ברחובות…,,,fuzzy,fuzzy,1.0,,,,,6421|90182
שינאווע,1,Seva-Ratzon,…חמת הבנעה גדולה שבו ויודע בנפשו שלא יכול להשיג את רבו ויען כי ראיתי שיש בו גבהות הלב קצת שהיא שימש יותר מהרב משינאווע לכן אמרתי לו זאת ואמרתי לו דע אחי כי מבואר בש״ס ומדרשים כי א״א הפיל עצמו לכבשן האש ובהדיא לא כתיב רק ברמן אשר…,,,fuzzy,fuzzy,0.667,,,,,15759|165
קענט,1,Seva-Ratzon,…ר לו בכל פעם דברי קנתורין פ״א נפל למשכב בחולי גדול וכתב לעצמו רצעפטין ולא הועים עד שהתחיל להתיאש ויעצו לו כי בקענט יש שם רופא זקן ומומחה גדול ושלח בעדו ויהי כאשר בא הראו לו כל הריצעפטין מה שכתב לעצמו לא ואמר כי כיוון היטב בכ…,,,fuzzy,fuzzy,1.0,,,,,14598|89642|9267|13367|76743
פניאל,1,Seva-Ratzon,… הקדושה כלל רק שהמקום גורם לבן ויקרא שם המקום דייקא אולם הקב״ה ידע שהקדושה מצחו לא מבח המקום ע״כ להלן כתיב רק פניאל לבד כמו כן ר' בעריש כ״ז שהי׳ כאן הי׳ שורה הקדושה בשבילו לא מצד המקום ודבריו הקדושים היו עמוקים ולא הי׳ יכול ל…,20536,,name_exact,name_exact,0.95,20536,Peniel (Jordan),פניאל (ירדן),,20536
מעזיביו,1,Seva-Ratzon,"…בא משולח מדבר מצוה ובא לבית ״אהה״ק מהר״צ בעודו רך בשנים והמשולח ההוא הי' ת""ח מופלג וחסיד מסתופף בצל הה״ק ר״ב ממעזיביו ויהי כאשר ראה התנהגות הה״ק מהר""צ ויספר לו את תהלוכות רבו הק' ממעזיבין ויאמר לו הה״ק מהר""צ מה לך לכתת רגלך בימ…",,,fuzzy,fuzzy,1.0,,,,,2944|87910
פלוני,1,Seva-Ratzon,פ״א הי׳ צרה גדולה על ישראל ר״ל ויבואו לפני הה״ק לשפוך שים להפציר בתפלה עבורם ויען הה״ק סעו נא לכפר פלוני ושם נמצא איש א׳ ששמו ושם אביו כך כך ואל תסירו ממנו עד יאמר השם ב״ה יסוד מכם הצרה ההוא וילכו ויבואו להמקום ההו…,,,fuzzy,fuzzy,1.0,,,,,86988|20642|20817|81264|1151
נדיל,1,Tiferet-Hayyim,"…ליך ועי״ז יש להצדיק עלי׳ יותר ויותר ובגדלות המוחין כענין ויתחזק ישראל כנ""ל וד""ל. (אהבת שלום מהה״ק ר' מנחם ) מענדיל מקאסוב",,,fuzzy,fuzzy,1.0,,,,,14165|7581|11486|12893
אוסטראווע,1,Tiferet-Hayyim,ובס׳ תולדות אדם ברמזי תנוכה (מהה״ק מאוסטראווע) וז״ל וזאת ידוע שהצדיק הדור,,,fuzzy,fuzzy,1.0,,,,,9730|13128|78002|6836
פורקני,1,Tiferet-Hayyim,"שמעתי מאאמו״ר זצ""ל עמ״ש בזוהר פ׳ מ״ב זילו ושמעו ספורא באדשבתא דילי דקא משתעו בני וחדאן בפורקני היינו שהם שמחים על פורקן השכינה שיצאה מהגלות לגמרי ובגליות ד׳ מלכיות אין השכינה עוד בעצם הגלות. וכמבואר בזוהר…",,,fuzzy,fuzzy,1.0,,,,,20400|26348|10501
גלגו,1,Tiferet-Hayyim,"*) ובס׳ עירין קדישין בלקוטים (מרבינו הק׳ ר״י מרוזין זצוקללה""ה זי״ע) וז״ל כי מי שיודע בעניני גלגולים לא קשה כלל כי מה שאנו רואים שיש אנשים טובים ועשרים ומצטערים בעולם זה הוא מפני ענין הגלגולי׳ כי אפשר לא הי׳…",,,fuzzy,fuzzy,1.0,,,,,17036|6380|21111
שאול,1,Tiferet-Hayyim,"…בוד עצמו אבל הוא לא הי' עדיין בבחינה זו וכוונתו הי' ג״כ בשביל עצמו. ואז לא נשאר בידו כלום ונפרד מהקדושה ונפל לשאול תחתית. וזהו ויקח שלקח מדת הכעס והמחלוקת ונדמה לו שהוא לדבר מצוה ולש""ש והוא נותר ע״כ קרח נשאר קרח מן הקדושה וכ…",,,fuzzy,fuzzy,1.0,,,,,73363|21795|298|87602|308
קדש,1,Tiferet-Hayyim,…ם הארה ובאורו יאיר עליהם כשהוא עמהם ע״כ התמרמרו לאמר מה נעשה כד אנת תסתלק מאתנו בעולמות העליונים בכל עת דרכך בקדש הקדשים ואנחנו נותר מי יאיר לנו נתיב. וזה ג״כ הרמז בפסוקים הללו כי החומר בקש מהצדיקים רק הרחק לא תרחיקו ללכת ב…,,,fuzzy,fuzzy,1.0,,,,,86964|69629
הרי״ם,1,Tiferet-Hayyim,"… השי""ת נתתי את הגלעד האב איך געגעבין דאס פרידקייט פר איין עדות שמי שהוא בשמחה סימן שהוא מכיר את ה' (ס""ס מרו״ם הרי״ם) :",,,fuzzy,fuzzy,1.0,,,,,19494|27119
