story_id	tag	category	sonnet_confidence	sonnet_reasoning	opus_applies	opus_confidence	opus_reasoning	verdict
Mifalot-HaZadikim_0007	supernatural:prognostication	supernatural	high	R. Mordechai of Chernobyl supernaturally discerns the shochet's worthiness by smelling the food and then explicitly pronounces a future-oriented prediction — that when the Messiah comes, he will eat from this shochet's slaughter — a clear act of prognostication.	True	high	R. Mordechai of Chernobyl predicts that when the Messiah comes, he will eat from this shochet's slaughtering — a prediction of a future event.	AGREE
Mifalot-HaZadikim_0007	times:shabbat	times	high	The story explicitly depicts the two rabbis being hosted together for all Shabbat meals ('כל סעודות שבת'), with the day of arrival identified as erev Shabbat ('עש״ק'), making Shabbat a central setting of the narrative's climax.	True	high	The story explicitly centers on Erev Shabbat and the Shabbat meals shared by the two rabbis.	AGREE
Mifalot-HaZadikim_0009	ethics-and-emotions:virtues	ethics-and-emotions	high	The story centrally depicts virtues of compassion, love of Israel (ahavat Yisrael), and charitable judgment (dan l'kaf zchut): the tzadik wakes at midnight to intercede for suffering Jews and explicitly excuses their misconduct due to exile hardships.	True	medium	The story illustrates virtues of compassion, solidarity with fellow Jews, and judging others favorably (the tzaddikim intercede to sweeten judgments and excuse the wayward behavior of distant Jews due to exile's hardships).	AGREE
Mifalot-HaZadikim_0009	experience:enthusiasm	experience	high	The story explicitly depicts Hasidim awake in the middle of the night engaged in fervent devotion — speaking about drawing close to God and the tzaddikim, drinking l'chaim with one another, and 'bringing their hearts closer to their Father in Heaven'; the disciples also rise 'with great alacrity' (בזריזות מאוד) and respond unanimously and eagerly to the rebbe's call for spiritual action.	True	medium	Hasidim sit drinking l'chaim and speaking words drawing their hearts to their Father in Heaven — a depiction of fervent devotional arousal (hitlahavut).	AGREE
Mifalot-HaZadikim_0009	folkloristics:story_type_protection	folkloristics	high	The story's central action is two tsadikim mobilizing their followers in the middle of the night to spiritually neutralize a heavenly accusation (קטרוג) and harsh judgments (דינים) threatening Jews outside their region — a canonical protection narrative in which the tsadik intercedes to avert divine punishment from a community.	True	high	Two tzaddikim wake at night specifically to sweeten/avert a heavenly decree (din) against fellow Jews outside their land, protecting them from danger.	AGREE
Mifalot-HaZadikim_0009	supernatural:perception	supernatural	high	The first rebbe supernaturally perceives an ongoing heavenly accusation (קטרוג) against Israel at that exact moment — direct supernatural awareness of celestial events that prompts his midnight action.	True	high	Both tzaddikim supernaturally perceive a heavenly accusation against Jews abroad at the same hour and act in concert, demonstrating ruach hakodesh.	AGREE
Mifalot-HaZadikim_0014	ethics-and-emotions:joy	ethics-and-emotions	high	Joy is explicitly depicted multiple times: the host 'שמח לקראתו' (rejoiced to meet the guest), and the couple 'נתאזרו בעוז וחדוה' (were filled with strength and joy) upon hearing the guest could help them, making joy a named emotional state in the narrative.	True	medium	The host receives the guest with joy ('שמח לקראתו'), and the story centers on the joy/mitzvah of melaveh malkah meal, though joy is not the dominant theme.	AGREE
Mifalot-HaZadikim_0014	ethics-and-emotions:shame	ethics-and-emotions	high	The text explicitly uses the biblical phrase 'ויחל עד בוש' (he waited until he was put to shame/embarrassed) when the hidden tzaddik is kept waiting and ignored during Melaveh Malkah, and the host's subsequent reaction also carries an implicit shame at having treated a great tzaddik as a mere hired hand.	False	high	The story depicts a hidden tzaddik revealed through Elijah's visit; no character is shamed.	DISAGREE
Mifalot-HaZadikim_0014	supernatural:perception	supernatural	high	The householder peers through cracks in the wall and witnesses a supernatural scene — the hidden tsaddik dining with a radiant elder (revealed to be Elijah the Prophet) at a miraculously set table, which is a direct depiction of a human perceiving a supernatural event.	True	high	The householder witnesses Elijah the Prophet revealing himself to the hidden tzaddik, and the tzaddik supernaturally knows in advance (via Elijah's prophecy) what will happen when he arrives in Preshevtsk.	AGREE
Mifalot-HaZadikim_0016	supernatural:perception	supernatural	medium	The Besht supernaturally perceives the man's inner doubt without being told ('והבין הבעש״ט כי האיש משתומם ומחריש'), and more centrally, discerns that the man's heartbreak has already spiritually atoned for his sin — a perception of hidden spiritual reality that drives the story's resolution.	True	high	The Baal Shem Tov supernaturally knows the man's entire situation and R. Mikhl's mocking thoughts from afar, decreeing he come to him.	AGREE
Mifalot-HaZadikim_0018	ethics-and-emotions:lying	ethics-and-emotions	medium	The Samael centrally employs deceptive flattery ('חלקלק לשונו') to manipulate the tzadikim into pride, and later disguises himself as a peddler to harm the Besht's household — making lying/deception a key plot mechanism, though the story's primary theme is resisting temptation and hubris rather than lying itself.	True	high	The Samael (Sama'el) deceitfully flatters the tzaddikim with false praise about a heavenly proclamation in order to trick them into pride, and later disguises himself as a peddler to harm them.	AGREE
Mifalot-HaZadikim_0018	ethics-and-emotions:virtues	ethics-and-emotions	high	The story explicitly depicts the virtues of steadfastness, humility, and moral resistance — the Besht and his companion are tested by the Satan's flattery and temptation to pride (גאוה/הרהור גדלות), and the Besht's complete imperviousness to these temptations is central to the narrative's moral lesson.	False	medium	Story centers on a mystical confrontation with Samael and a warning against pride, but it doesn't broadly illustrate a general virtue; humility here is incidental rather than the story's focus.	DISAGREE
Mifalot-HaZadikim_0018	experience:revelation	experience	high	The story centers on the Besht receiving a hidden mystical secret (סוד) that is forcibly revealed by the Satan ('מוכרח אני לגלות אתכם הסוד'), with the heavenly proclamation and the use of holy names (שמות הקדושים) constituting a direct, sustained depiction of revelation.	True	high	The Besht is directly disclosed (giluy) the location of a hidden secret/divine name held by the Sitra Achra, a clear mystical revelation.	AGREE
Mifalot-HaZadikim_0018	folkloristics:story_type_advent	folkloristics	medium	The story is structured around the dramatic arrival/advent of the Samael (ס״מ) who appears to the protagonists, speaks to them, injures R' Leib, and then manifests again as a peddler at the Besht's home — the supernatural being's advent is the central narrative event.	False	high	Story depicts the Besht executing a mystical mission against Samael, not a neutral character's first discovery of a tzaddik.	DISAGREE
Mifalot-HaZadikim_0018	folkloristics:story_type_protection	folkloristics	medium	The story's climactic final episode explicitly depicts the Besht protecting his household from the Samael disguised as a peddler, culminating in their salvation (ניצולו), making protection a genuine and narratively significant element — though the story also encompasses a quest for hidden knowledge and a spiritual confrontation, so protection is not the sole story type.	True	high	The Baal Shem Tov protects himself and his companion from the Samael (demon), and saves his household from the demon's destructive fire.	AGREE
Mifalot-HaZadikim_0018	kabbalah:kabbalistic_terms_kavvanot	kabbalah	high	The Baal Shem Tov explicitly 'worked with holy names' (עשה בשמות הקדושים) — a Lurianic kavvanot practice involving mystical intentions on divine names.	False	high	Story mentions Besht using 'holy names' (shemot ha-kedoshim) but does not describe Lurianic kavvanot — mystical intentions on prayer words.	DISAGREE
