story_id	edition	human	claude	gemini	agreement	claude_reasoning	gemini_reasoning
Shivhei-Habesht_0031	Shivhei-Habesht	minor	major	major	models-agree/human-differs	The story revolves entirely around a 13-year-old married girl whose mysterious illness drives all the action: her father's consultations, the Besht's interventions and prayers, the sending of letters, and the dramatic resolution when she is revealed to be pregnant and recovers after giving birth. Without her, there is no story.	A young, sick, and pregnant woman is central to the plot. Her illness and eventual recovery drive the narrative, and the Besht's involvement revolves around her fate, making her pivotal to the story's development and spiritual meaning.
Shivhei-Habesht_0032	Shivhei-Habesht	minor	minor	minor	all-agree	The Duchess (הדוכסה) is an active participant who makes a pivotal legal decision — refusing to judge without investigation and ordering her doctor to examine the body — which averts the blood libel; however, the story's spiritual core centers entirely on the Besht's ecstatic prayer and miraculous foreknowledge, and the Duchess functions as a plot-enabling authority figure rather than a foregrounded character in her own right.	The duchess plays a minor role as the one who could accuse the Jews of blood libel. The doctor she sends to examine the body is also minor.
Shivhei-Habesht_0033	Shivhei-Habesht	major	major	major	all-agree	The Besht's wife (the Tzadeket) is the central agent of the story: she initiates the plot by objecting to the wine consumption, personally witnesses the miraculous fire surrounding the dancers, reverses course and fetches more wine herself, and delivers the closing retort — her actions and transformation drive both the narrative and its spiritual meaning.	The Baal Shem Tov's wife is a key character. Her concern for the wine supply and her actions directly influence the story's events and highlight her role in the household and the community.
Shivhei-Habesht_0034	Shivhei-Habesht	no-women	no-women	minor	human=claude/gemini-differs	The story recounts the spiritual and physical healing of the Maggid by the Besht, involving only male characters (R' Mendel, R' Yaakov, R' Eliyahu, the Besht, and various rabbis). No women appear in any capacity.	Although no women are central to the plot, the story mentions a wife (הבע״ב שלו) in passing, which qualifies it as 'minor'. The narrative primarily focuses on the relationship between the Baal Shem Tov and the Maggid and their interactions with other men.
Shivhei-Habesht_0035	Shivhei-Habesht	no-women	minor	minor	models-agree/human-differs	The Rebbetzin (wife of Rabbi Eliezer of Amsterdam) is mentioned twice — once when the Besht is asked what will become of her, and once when it is reported she was taken to Jerusalem by Rabbi Avraham Shverdlik. She is a passive figure referenced in the margins of the main narrative, which centers on Rabbi Eliezer's death, his antagonists' punishment, and the Besht's spiritual vision.	The story mentions the wife of Rabbi Eliezer of Amsterdam, noting that someone took her to Jerusalem after his death. While her fate is mentioned, she doesn't play an active role in the plot or its spiritual meaning; the focus is on the Rabbi and the Besht.
Shivhei-Habesht_0036	Shivhei-Habesht	minor	minor	minor	all-agree	Two women appear and act meaningfully — the butcher's wife initiates the plot by coming to R' Yitzchak in tears, and the tax collector's wife defies his order and triggers his curse — but they serve as catalysts for a story whose main focus is R' Yitzchak's spiritual authority and the communal conflicts surrounding him, with the women absent from the rest of the narrative.	A butcher's wife pleads with Rabbi Yitzchak after her husband's belongings are seized. The wife of the lender is cursed by the rabbi after refusing to return the items, and her baby dies. While important to a small part of the story, the plot's focus is on the conflict between Rabbi Yitzchak and the community leader.
Shivhei-Habesht_0037	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story involves two male litigants, a rabbi adjudicating a legal dispute, and a court — no women appear in any capacity.	The story involves a legal dispute between two men adjudicated by Rabbi Yitzchak. No women are mentioned.
Shivhei-Habesht_0038	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story revolves entirely around male characters — R' Yona Kaminkер, R' Baruch, R' Yosef, and the Besht — with no women mentioned or present in any capacity. The narrative concerns oxen, a theft, and the Besht's clairvoyant powers, with no female characters whatsoever.	This story focuses on the Ba'al Shem Tov, Rabbi Yonah Kaminer, and Rabbi Baruch. There are no women mentioned or involved in the narrative.
Shivhei-Habesht_0039	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story involves a ritual slaughterer, a rabbi, and a butcher — all male figures — with no women appearing in any capacity. The narrative concerns a professional misconduct case decided by a rabbinic court.	This story discusses a shochet (ritual slaughterer) and a rabbi, with no mention of any women.
Shivhei-Habesht_0040	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story involves only male characters throughout — Rabbi Nachum, Rabbi Abraham, Rabbi Yoel, the nagid, and Pilts — with no women mentioned or appearing in any capacity.	This story recounts the passing of Rabbi Avraham and the events surrounding it, focusing on the actions of Rabbi Menachem Nachum and the miracles associated with Rabbi Avraham's father. No women are mentioned or play any role in the narrative.
Shivhei-Habesht_0041	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story centers entirely on Rabbi Nachum, Rabbi Avraham, and the male community gathered for a circumcision ceremony. No women appear or are referenced in any capacity.	There are no women characters present in the story.
Shivhei-Habesht_0042	Shivhei-Habesht	no-women	no-women	no-women	all-agree	The story focuses entirely on two male figures — the Rabbi of Tchernobyl as sandak and Rabbi Abraham as mohel — and their exchange about religious awe during a circumcision. No women appear or are mentioned in any capacity.	This story discusses the ritual roles of men (sandek and mohel) and does not include any women characters.
Shivhei-Habesht_0043	Shivhei-Habesht	major	major	major	all-agree	The story centers on the bride and her mother, with the bride's dreams and her legal arguments before a heavenly court serving as the spiritual climax of the narrative; the wife of Rabbi Peyvel also plays an active role in negotiating the match, making women the primary drivers of the plot.	The story revolves around the marriage arranged for the Rabbi's son. The bride's mother plays a significant role in the negotiations and journey. The bride herself has a dream that saves her husband, making her a central figure in the narrative's spiritual meaning.
Shivhei-Habesht_0044	Shivhei-Habesht	no-women	minor	major	all-differ	Women are mentioned collectively as part of the community implicated in sexual sins ('כמה וכמה אנשים ונשים') and as recipients of divorce ('כמה נשים להתגרש'), but they are entirely background figures with no individual voice, action, or characterization. The narrative centers on Rabbi Aaron of Karlin's spiritual perception, the rabbinical mission, and the negotiation with the local lord.	This story revolves around a town steeped in sexual sin, involving both men and women. The need for divorces for numerous women is a central plot point. The story highlights the consequences of their actions, making the women (and their situations) integral to the narrative's core.
